,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Season,T_MP,T_FG,T_FGA,T_FG%,T_3P,T_3PA,T_3P%,T_2P,T_2PA,T_2P%,T_eFG%,T_FT,T_FTA,T_FT%,T_ORB,T_DRB,T_TRB,T_AST,T_STL,T_BLK,T_TOV,T_PF,T_PTS,W/L%,Share
0,Shawn Marion,34,67,67,30.0,5.3,10.3,0.514,0.3,1.1,0.315,5.0,9.2,0.538,0.531,1.2,1.5,0.782,2.2,5.7,7.8,2.4,1.1,0.7,1.5,1.7,12.1,12,2010,355,690,0.514,23,73,0.315,332,617,0.538,0.531,79,101,0.782,146,379,525,163,75,47,103,111,812,0.5,0.0
1,O.J. Mayo,25,82,82,35.5,5.6,12.5,0.449,1.7,4.3,0.407,3.9,8.3,0.471,0.519,2.3,2.8,0.82,0.4,3.1,3.5,4.4,1.1,0.3,2.6,2.4,15.3,12,2913,461,1026,0.449,142,349,0.407,319,677,0.471,0.519,191,233,0.82,36,255,291,361,93,23,210,195,1255,0.5,0.0
2,Dirk Nowitzki,34,53,47,31.3,6.5,13.7,0.471,1.2,3.0,0.414,5.2,10.8,0.487,0.516,3.1,3.6,0.86,0.7,6.2,6.8,2.5,0.7,0.7,1.3,1.8,17.3,12,1661,343,728,0.471,65,157,0.414,278,571,0.487,0.516,166,193,0.86,37,326,363,132,38,37,70,93,917,0.5,0.0
3,Chris Bosh,28,74,74,33.2,6.6,12.3,0.535,0.3,1.0,0.284,6.3,11.3,0.557,0.546,3.3,4.1,0.798,1.8,5.0,6.8,1.7,0.9,1.4,1.7,2.3,16.6,12,2454,485,907,0.535,21,74,0.284,464,833,0.557,0.546,241,302,0.798,131,370,501,123,66,101,128,168,1232,0.805,0.0
4,LeBron James,28,76,76,37.9,10.1,17.8,0.565,1.4,3.3,0.406,8.7,14.5,0.602,0.603,5.3,7.0,0.753,1.3,6.8,8.0,7.3,1.7,0.9,3.0,1.4,26.8,12,2877,765,1354,0.565,103,254,0.406,662,1100,0.602,0.603,403,535,0.753,97,513,610,551,129,67,226,110,2036,0.805,0.998
5,Dwyane Wade,31,69,69,34.7,8.2,15.8,0.521,0.2,1.0,0.258,8.0,14.9,0.537,0.528,4.5,6.2,0.725,1.2,3.7,5.0,5.1,1.9,0.8,2.8,2.0,21.2,12,2391,569,1093,0.521,17,66,0.258,552,1027,0.537,0.528,308,425,0.725,86,258,344,352,128,56,194,140,1463,0.805,0.004
6,Mike Conley,25,80,80,34.5,5.2,11.8,0.44,1.3,3.7,0.362,3.9,8.1,0.476,0.497,2.9,3.5,0.83,0.5,2.3,2.8,6.1,2.2,0.3,2.4,2.1,14.6,12,2757,414,940,0.44,106,293,0.362,308,647,0.476,0.497,234,282,0.83,43,182,225,487,174,24,189,171,1168,0.683,0.0
7,Marc Gasol,28,80,80,35.0,5.4,10.9,0.494,0.0,0.2,0.071,5.4,10.7,0.501,0.494,3.4,4.0,0.848,2.3,5.5,7.8,4.0,1.0,1.7,2.0,3.2,14.1,12,2796,429,869,0.494,1,14,0.071,428,855,0.501,0.494,268,316,0.848,184,438,622,318,80,139,157,255,1127,0.683,0.001
8,Zach Randolph,31,76,75,34.3,6.2,13.5,0.46,0.0,0.3,0.087,6.2,13.2,0.469,0.461,3.0,3.9,0.75,4.1,7.2,11.2,1.4,0.8,0.4,2.0,2.4,15.4,12,2607,471,1024,0.46,2,23,0.087,469,1001,0.469,0.461,225,300,0.75,310,544,854,108,61,31,150,180,1169,0.683,0.0
9,Carmelo Anthony,28,67,67,37.0,10.0,22.2,0.449,2.3,6.2,0.379,7.6,16.0,0.476,0.502,6.3,7.6,0.83,2.0,4.9,6.9,2.6,0.8,0.5,2.6,3.1,28.7,12,2482,669,1489,0.449,157,414,0.379,512,1075,0.476,0.502,425,512,0.83,134,326,460,171,52,32,175,205,1920,0.659,0.393
10,Raymond Felton,28,68,68,34.0,5.5,13.0,0.427,1.4,3.8,0.36,4.2,9.2,0.455,0.48,1.5,1.9,0.789,0.8,2.1,2.9,5.5,1.4,0.2,2.3,1.9,13.9,12,2313,377,882,0.427,93,258,0.36,284,624,0.455,0.48,101,128,0.789,51,143,194,372,94,14,155,130,948,0.659,0.0
11,James Harden,23,78,78,38.3,7.5,17.1,0.438,2.3,6.2,0.368,5.2,10.9,0.477,0.504,8.6,10.2,0.851,0.8,4.1,4.9,5.8,1.8,0.5,3.8,2.3,25.9,12,2985,585,1337,0.438,179,486,0.368,406,851,0.477,0.504,674,792,0.851,62,317,379,455,142,38,295,178,2023,0.549,0.027
12,Jeremy Lin,24,82,82,32.2,4.8,10.9,0.441,1.1,3.1,0.339,3.8,7.8,0.483,0.49,2.6,3.4,0.785,0.4,2.6,3.0,6.1,1.6,0.4,2.9,2.5,13.4,12,2640,396,897,0.441,87,257,0.339,309,640,0.483,0.49,216,275,0.785,32,215,247,497,134,29,236,205,1095,0.549,0.0
13,Chandler Parsons,24,76,76,36.3,6.0,12.4,0.486,2.0,5.2,0.385,4.0,7.2,0.559,0.567,1.5,2.0,0.729,1.0,4.3,5.3,3.5,1.0,0.4,1.9,1.9,15.5,12,2758,456,939,0.486,152,395,0.385,304,544,0.559,0.567,113,155,0.729,79,325,404,269,75,32,147,148,1177,0.549,0.0
14,Paul George,22,79,79,37.6,6.2,14.9,0.419,2.2,5.9,0.362,4.1,8.9,0.457,0.491,2.8,3.5,0.807,1.1,6.5,7.6,4.1,1.8,0.6,2.9,2.9,17.4,12,2972,493,1176,0.419,170,469,0.362,323,707,0.457,0.491,221,274,0.807,88,515,603,327,143,51,233,227,1377,0.605,0.0
15,George Hill,26,76,76,34.5,5.1,11.5,0.443,1.7,4.6,0.368,3.4,6.8,0.494,0.518,2.3,2.8,0.817,0.6,3.1,3.7,4.7,1.1,0.3,1.5,1.8,14.2,12,2620,386,871,0.443,130,353,0.368,256,518,0.494,0.518,174,213,0.817,47,237,284,355,81,26,116,134,1076,0.605,0.0
16,David West,32,73,73,33.4,6.9,13.8,0.498,0.1,0.3,0.211,6.8,13.6,0.503,0.5,3.3,4.3,0.768,2.0,5.7,7.7,2.9,1.0,0.9,2.2,2.0,17.1,12,2435,502,1009,0.498,4,19,0.211,498,990,0.503,0.5,242,315,0.768,145,418,563,213,74,69,157,149,1250,0.605,0.0
17,Kevin Garnett,36,68,68,29.7,6.2,12.5,0.496,0.0,0.2,0.125,6.2,12.3,0.504,0.498,2.3,3.0,0.786,1.1,6.7,7.8,2.3,1.1,0.9,1.6,2.3,14.8,12,2022,422,850,0.496,2,16,0.125,420,834,0.504,0.498,158,201,0.786,75,455,530,159,78,62,110,154,1004,0.506,0.001
18,Paul Pierce,35,77,77,33.4,6.2,14.2,0.436,1.9,5.0,0.38,4.3,9.2,0.466,0.502,4.3,5.5,0.787,0.6,5.7,6.3,4.8,1.1,0.4,2.8,2.7,18.6,12,2575,476,1092,0.436,145,382,0.38,331,710,0.466,0.502,333,423,0.787,45,442,487,370,84,30,214,210,1430,0.506,0.0
19,Stephen Curry,24,78,78,38.2,8.0,17.8,0.451,3.5,7.7,0.453,4.5,10.1,0.449,0.549,3.4,3.7,0.9,0.8,3.3,4.0,6.9,1.6,0.2,3.1,2.5,22.9,12,2983,626,1388,0.451,272,600,0.453,354,788,0.449,0.549,262,291,0.9,59,255,314,539,126,12,240,198,1786,0.573,0.002
20,David Lee,29,79,79,36.8,7.6,14.7,0.519,0.0,0.1,0.0,7.6,14.6,0.521,0.519,3.2,4.1,0.797,2.8,8.5,11.2,3.5,0.8,0.3,2.6,3.1,18.5,12,2907,602,1160,0.519,0,4,0.0,602,1156,0.521,0.519,255,320,0.797,218,668,886,279,67,22,207,246,1459,0.573,0.001
21,Klay Thompson,22,82,82,35.8,6.2,14.7,0.422,2.6,6.4,0.401,3.6,8.3,0.437,0.509,1.6,1.9,0.841,0.4,3.3,3.7,2.2,1.0,0.5,1.9,2.9,16.6,12,2936,508,1205,0.422,211,526,0.401,297,679,0.437,0.509,132,157,0.841,32,274,306,183,86,45,157,237,1359,0.573,0.0
22,Blake Griffin,23,80,80,32.5,7.2,13.4,0.538,0.1,0.4,0.179,7.2,13.1,0.548,0.541,3.5,5.3,0.66,2.3,6.0,8.3,3.7,1.2,0.6,2.3,2.9,18.0,12,2598,577,1072,0.538,5,28,0.179,572,1044,0.548,0.541,281,426,0.66,186,476,662,299,97,50,185,231,1440,0.683,0.0
23,Chris Paul,27,70,70,33.4,5.9,12.2,0.481,1.1,3.3,0.328,4.8,8.9,0.538,0.526,4.1,4.6,0.885,0.8,3.0,3.7,9.7,2.4,0.1,2.3,2.0,16.9,12,2335,412,856,0.481,76,232,0.328,336,624,0.538,0.526,286,323,0.885,53,209,262,678,169,10,159,143,1186,0.683,0.239
24,Tim Duncan,36,69,69,30.1,7.1,14.1,0.502,0.0,0.1,0.286,7.1,14.0,0.504,0.503,3.6,4.3,0.817,1.8,8.1,9.9,2.7,0.7,2.7,2.1,1.7,17.8,12,2078,490,976,0.502,2,7,0.286,488,969,0.504,0.503,245,300,0.817,124,562,686,184,50,183,147,117,1227,0.707,0.054
25,Tony Parker,30,66,66,32.9,7.9,15.1,0.522,0.4,1.0,0.353,7.5,14.0,0.534,0.534,4.2,5.0,0.845,0.3,2.7,3.0,7.6,0.8,0.1,2.6,1.4,20.3,12,2174,519,995,0.522,24,68,0.353,495,927,0.534,0.534,279,330,0.845,18,180,198,499,54,6,170,92,1341,0.707,0.071
26,Carlos Boozer,31,79,79,32.2,6.9,14.4,0.477,0.0,0.0,0.0,6.9,14.4,0.478,0.477,2.4,3.3,0.731,2.2,7.5,9.8,2.3,0.8,0.4,2.2,3.0,16.2,12,2546,544,1140,0.477,0,2,0.0,544,1138,0.478,0.477,193,264,0.731,175,596,771,179,66,28,176,239,1281,0.549,0.0
27,Luol Deng,27,75,75,38.7,6.2,14.6,0.426,1.0,3.1,0.322,5.2,11.5,0.455,0.461,3.1,3.8,0.816,2.2,4.2,6.3,3.0,1.1,0.4,1.9,1.4,16.5,12,2903,466,1093,0.426,75,233,0.322,391,860,0.455,0.461,230,282,0.816,162,314,476,222,81,32,144,105,1237,0.549,0.0
28,Kobe Bryant,34,78,78,38.6,9.5,20.4,0.463,1.7,5.2,0.324,7.8,15.2,0.51,0.504,6.7,8.0,0.839,0.8,4.7,5.6,6.0,1.4,0.3,3.7,2.2,27.3,12,3013,738,1595,0.463,132,407,0.324,606,1188,0.51,0.504,525,626,0.839,66,367,433,469,106,25,287,173,2133,0.549,0.152
29,Pau Gasol,32,49,42,33.8,5.5,11.8,0.466,0.2,0.6,0.286,5.3,11.2,0.475,0.473,2.6,3.6,0.702,2.3,6.3,8.6,4.1,0.5,1.2,2.1,1.9,13.7,12,1655,270,579,0.466,8,28,0.286,262,551,0.475,0.473,125,178,0.702,111,310,421,200,24,61,104,93,673,0.549,0.0
30,Dwight Howard,27,76,76,35.8,6.2,10.7,0.578,0.0,0.1,0.167,6.2,10.6,0.581,0.579,4.7,9.5,0.492,3.3,9.1,12.4,1.4,1.1,2.4,3.0,3.8,17.1,12,2722,470,813,0.578,1,6,0.167,469,807,0.581,0.579,355,721,0.492,251,694,945,108,84,186,225,291,1296,0.549,0.0
31,Steve Nash,38,50,50,32.5,4.7,9.5,0.497,1.1,2.6,0.438,3.6,6.9,0.519,0.557,2.1,2.3,0.922,0.5,2.3,2.8,6.7,0.6,0.1,2.5,1.4,12.7,12,1627,236,475,0.497,57,130,0.438,179,345,0.519,0.557,107,116,0.922,26,116,142,333,30,5,126,70,636,0.549,0.0
32,Metta World Peace,33,75,66,33.7,4.4,11.0,0.403,1.9,5.5,0.342,2.5,5.5,0.464,0.488,1.7,2.3,0.734,1.3,3.6,5.0,1.5,1.6,0.6,1.3,2.6,12.4,12,2530,332,824,0.403,141,412,0.342,191,412,0.464,0.488,124,169,0.734,101,271,372,112,122,42,98,198,929,0.549,0.0
33,Joe Johnson,31,72,72,36.7,6.2,14.6,0.423,2.1,5.5,0.375,4.1,9.1,0.452,0.493,1.8,2.2,0.82,0.7,2.3,3.0,3.5,0.7,0.2,1.7,1.4,16.3,12,2642,445,1052,0.423,148,395,0.375,297,657,0.452,0.493,132,161,0.82,53,165,218,253,49,14,123,99,1170,0.598,0.0
34,Brook Lopez,24,74,74,30.4,7.7,14.8,0.521,0.0,0.0,0.0,7.7,14.8,0.522,0.521,4.0,5.3,0.758,2.8,4.1,6.9,0.9,0.4,2.1,1.8,2.1,19.4,12,2253,570,1094,0.521,0,1,0.0,570,1093,0.522,0.521,297,392,0.758,208,304,512,70,33,154,131,152,1437,0.598,0.0
35,Deron Williams,28,78,78,36.4,6.3,14.4,0.44,2.2,5.7,0.378,4.2,8.7,0.482,0.516,4.1,4.7,0.859,0.4,2.6,3.0,7.7,1.0,0.4,2.8,2.5,18.9,12,2842,495,1124,0.44,169,447,0.378,326,677,0.482,0.516,317,369,0.859,29,203,232,604,75,30,218,194,1476,0.598,0.0
36,Danilo Gallinari,24,71,71,32.5,5.1,12.3,0.418,1.9,5.1,0.373,3.2,7.2,0.45,0.495,4.0,4.9,0.822,0.9,4.3,5.2,2.5,0.9,0.5,1.6,1.8,16.2,12,2309,364,871,0.418,135,362,0.373,229,509,0.45,0.495,286,348,0.822,65,302,367,176,64,36,111,130,1149,0.695,0.0
37,Andre Iguodala,29,80,80,34.7,5.0,11.0,0.451,1.1,3.6,0.317,3.8,7.4,0.515,0.502,1.9,3.4,0.574,1.0,4.3,5.3,5.4,1.7,0.7,2.6,1.6,13.0,12,2779,396,879,0.451,91,287,0.317,305,592,0.515,0.502,155,270,0.574,82,341,423,433,139,52,206,127,1038,0.695,0.0
38,Ty Lawson,25,73,71,34.4,6.1,13.3,0.461,1.2,3.2,0.366,5.0,10.1,0.491,0.505,3.2,4.3,0.756,0.5,2.2,2.7,6.9,1.5,0.1,2.5,1.8,16.7,12,2513,448,971,0.461,85,232,0.366,363,739,0.491,0.505,235,311,0.756,36,162,198,501,107,8,182,135,1216,0.695,0.001
39,Al Jefferson,28,78,78,33.1,7.8,15.8,0.494,0.0,0.2,0.118,7.8,15.6,0.5,0.495,2.1,2.8,0.77,2.0,7.2,9.2,2.1,1.0,1.1,1.3,2.2,17.8,12,2578,611,1236,0.494,2,17,0.118,609,1219,0.5,0.495,167,217,0.77,156,564,720,164,80,89,105,170,1391,0.524,0.0
40,Paul Millsap,27,78,78,30.4,5.5,11.2,0.49,0.2,0.5,0.333,5.3,10.7,0.498,0.498,3.4,4.6,0.742,2.3,4.8,7.1,2.6,1.3,1.0,1.8,3.0,14.6,12,2375,429,875,0.49,13,39,0.333,416,836,0.498,0.498,264,356,0.742,177,377,554,201,102,80,138,232,1135,0.524,0.0
41,Mo Williams,30,46,46,30.8,5.0,11.6,0.43,1.3,3.3,0.383,3.7,8.2,0.449,0.485,1.6,1.8,0.882,0.5,1.9,2.4,6.2,1.0,0.2,2.7,2.3,12.9,12,1418,229,533,0.43,59,154,0.383,170,379,0.449,0.485,75,85,0.882,24,86,110,285,46,9,125,105,592,0.524,0.0
42,Kevin Durant,24,81,81,38.5,9.0,17.7,0.51,1.7,4.1,0.416,7.3,13.6,0.539,0.559,8.4,9.3,0.905,0.6,7.3,7.9,4.6,1.4,1.3,3.5,1.8,28.1,12,3119,731,1433,0.51,139,334,0.416,592,1099,0.539,0.559,679,750,0.905,46,594,640,374,116,105,280,143,2280,0.732,0.632
43,Serge Ibaka,23,80,80,31.1,5.6,9.7,0.573,0.3,0.7,0.351,5.3,9.0,0.591,0.586,1.8,2.4,0.749,2.8,4.9,7.7,0.5,0.4,3.0,1.6,2.7,13.2,12,2486,446,778,0.573,20,57,0.351,426,721,0.591,0.586,143,191,0.749,222,395,617,43,28,242,125,213,1055,0.732,0.0
44,Russell Westbrook,24,82,82,34.9,8.2,18.7,0.438,1.2,3.7,0.323,7.0,15.1,0.466,0.47,5.6,7.0,0.8,1.4,3.9,5.2,7.4,1.8,0.3,3.3,2.3,23.2,12,2861,673,1535,0.438,97,300,0.323,576,1235,0.466,0.47,460,575,0.8,111,317,428,607,145,24,273,189,1903,0.732,0.007
45,Monta Ellis,27,82,82,37.5,7.3,17.5,0.416,1.1,4.0,0.287,6.1,13.5,0.454,0.448,3.5,4.6,0.773,0.5,3.3,3.9,6.0,2.1,0.4,3.1,2.0,19.2,12,3076,597,1436,0.416,94,328,0.287,503,1108,0.454,0.448,289,374,0.773,45,271,316,496,169,36,254,164,1577,0.463,0.0
46,Ersan İlyasova,25,73,54,27.6,5.1,11.0,0.462,1.3,2.9,0.444,3.8,8.1,0.469,0.521,1.7,2.2,0.796,2.1,5.0,7.1,1.6,0.9,0.5,1.0,2.5,13.2,12,2012,371,803,0.462,95,214,0.444,276,589,0.469,0.521,125,157,0.796,154,366,520,117,68,36,75,185,962,0.463,0.0
47,Brandon Jennings,23,80,80,36.2,6.2,15.6,0.399,2.2,5.8,0.375,4.1,9.8,0.412,0.468,2.9,3.5,0.819,0.7,2.3,3.1,6.5,1.6,0.1,2.5,1.9,17.5,12,2897,497,1247,0.399,173,461,0.375,324,786,0.412,0.468,230,281,0.819,59,187,246,521,125,10,203,155,1397,0.463,0.0
48,Al Horford,26,74,74,37.2,7.8,14.3,0.543,0.0,0.1,0.5,7.7,14.2,0.544,0.545,1.8,2.8,0.644,2.6,7.6,10.2,3.2,1.1,1.1,2.0,2.2,17.4,12,2756,576,1060,0.543,3,6,0.5,573,1054,0.544,0.545,134,208,0.644,195,562,757,240,78,78,147,163,1289,0.537,0.0
49,Josh Smith,27,76,76,35.3,7.2,15.6,0.465,0.8,2.6,0.303,6.4,12.9,0.498,0.491,2.2,4.2,0.517,1.8,6.7,8.4,4.2,1.2,1.8,3.0,2.3,17.5,12,2683,550,1182,0.465,61,201,0.303,489,981,0.498,0.491,166,321,0.517,133,506,639,321,94,136,226,175,1327,0.537,0.0
50,Jeff Teague,24,80,78,32.9,5.5,12.2,0.451,1.1,3.1,0.359,4.4,9.1,0.482,0.496,2.5,2.8,0.881,0.3,1.9,2.3,7.2,1.5,0.4,2.9,2.3,14.6,12,2628,439,974,0.451,89,248,0.359,350,726,0.482,0.496,199,226,0.881,25,155,180,579,117,28,230,181,1166,0.537,0.0
51,Kevin Durant,25,81,81,38.5,10.5,20.8,0.503,2.4,6.1,0.391,8.1,14.8,0.549,0.56,8.7,9.9,0.873,0.7,6.7,7.4,5.5,1.3,0.7,3.5,2.1,32.0,13,3122,849,1688,0.503,192,491,0.391,657,1197,0.549,0.56,703,805,0.873,58,540,598,445,103,59,285,174,2593,0.72,0.986
52,Serge Ibaka,24,81,81,32.9,6.5,12.1,0.536,0.3,0.7,0.383,6.2,11.3,0.546,0.548,1.9,2.5,0.784,2.8,6.0,8.8,1.0,0.5,2.7,1.5,2.9,15.1,13,2666,524,978,0.536,23,60,0.383,501,918,0.546,0.548,156,199,0.784,224,485,709,85,39,219,123,233,1227,0.72,0.0
53,Russell Westbrook,25,46,46,30.7,7.5,17.2,0.437,1.5,4.7,0.318,6.0,12.5,0.482,0.48,5.3,6.4,0.826,1.2,4.5,5.7,6.9,1.9,0.2,3.8,2.3,21.8,13,1412,346,791,0.437,68,214,0.318,278,577,0.482,0.48,242,293,0.826,55,208,263,319,88,7,177,104,1002,0.72,0.0
54,Carmelo Anthony,29,77,77,38.7,9.6,21.3,0.452,2.2,5.4,0.402,7.5,15.9,0.469,0.503,6.0,7.0,0.848,1.9,6.2,8.1,3.1,1.2,0.7,2.6,2.9,27.4,13,2982,743,1643,0.452,167,415,0.402,576,1228,0.469,0.503,459,541,0.848,145,477,622,242,95,51,198,224,2112,0.451,0.003
55,LaMarcus Aldridge,28,69,69,36.2,9.4,20.6,0.458,0.0,0.2,0.2,9.4,20.4,0.461,0.459,4.3,5.2,0.822,2.4,8.7,11.1,2.6,0.9,1.0,1.8,2.1,23.2,13,2498,652,1423,0.458,3,15,0.2,649,1408,0.461,0.459,296,360,0.822,166,599,765,178,63,68,123,147,1603,0.659,0.021
56,Nicolas Batum,25,82,82,36.0,4.6,10.0,0.465,1.8,4.9,0.361,2.9,5.1,0.566,0.554,2.0,2.5,0.803,1.4,6.0,7.5,5.1,0.9,0.7,2.5,1.9,13.0,13,2956,381,819,0.465,145,402,0.361,236,417,0.566,0.554,163,203,0.803,116,495,611,420,75,57,208,156,1070,0.659,0.0
57,Damian Lillard,23,82,82,35.8,6.7,15.9,0.424,2.7,6.8,0.394,4.1,9.1,0.447,0.508,4.5,5.2,0.871,0.4,3.1,3.5,5.6,0.8,0.3,2.4,2.4,20.7,13,2937,553,1304,0.424,218,554,0.394,335,750,0.447,0.508,371,426,0.871,35,253,288,457,64,22,193,197,1695,0.659,0.0
58,Wesley Matthews,27,82,82,33.9,5.4,12.3,0.441,2.5,6.2,0.393,3.0,6.1,0.49,0.541,3.1,3.7,0.837,0.6,2.9,3.5,2.4,0.9,0.2,1.3,2.1,16.4,13,2780,445,1009,0.441,201,511,0.393,244,498,0.49,0.541,252,301,0.837,51,238,289,197,76,14,110,176,1343,0.659,0.0
59,Chris Bosh,29,79,79,32.0,6.2,12.1,0.516,0.9,2.8,0.339,5.3,9.3,0.569,0.555,2.8,3.4,0.82,1.2,5.4,6.6,1.1,1.0,1.0,1.6,2.4,16.2,13,2531,492,953,0.516,74,218,0.339,418,735,0.569,0.555,223,272,0.82,98,424,522,87,80,78,125,192,1281,0.659,0.0
60,LeBron James,29,77,77,37.7,10.0,17.6,0.567,1.5,4.0,0.379,8.5,13.6,0.622,0.61,5.7,7.6,0.75,1.1,5.9,6.9,6.3,1.6,0.3,3.5,1.6,27.1,13,2902,767,1353,0.567,116,306,0.379,651,1047,0.622,0.61,439,585,0.75,81,452,533,488,121,26,270,126,2089,0.659,0.713
61,Dwyane Wade,32,54,53,32.9,7.7,14.1,0.545,0.2,0.6,0.281,7.5,13.5,0.557,0.551,3.5,4.8,0.733,1.1,3.4,4.5,4.7,1.5,0.5,3.0,2.0,19.0,13,1775,415,761,0.545,9,32,0.281,406,729,0.557,0.551,189,258,0.733,60,181,241,252,79,29,161,106,1028,0.659,0.0
62,Mike Conley,26,73,73,33.5,6.3,14.1,0.45,1.4,4.0,0.361,4.9,10.1,0.484,0.5,3.1,3.8,0.815,0.6,2.4,2.9,6.0,1.5,0.2,2.1,1.9,17.2,13,2446,463,1030,0.45,105,291,0.361,358,739,0.484,0.5,225,276,0.815,41,172,213,441,110,13,150,141,1256,0.61,0.001
63,Marc Gasol,29,59,59,33.4,5.7,12.1,0.473,0.0,0.2,0.182,5.7,11.9,0.477,0.474,3.1,4.1,0.768,1.4,5.8,7.2,3.6,1.0,1.3,1.9,2.5,14.6,13,1970,336,711,0.473,2,11,0.182,334,700,0.477,0.474,185,241,0.768,84,340,424,215,59,76,111,150,859,0.61,0.0
64,Zach Randolph,32,79,79,34.2,7.1,15.2,0.467,0.0,0.3,0.1,7.1,14.9,0.474,0.468,3.2,4.3,0.742,3.4,6.7,10.1,2.5,0.7,0.3,2.3,2.7,17.4,13,2705,560,1198,0.467,2,20,0.1,558,1178,0.474,0.468,250,337,0.742,265,530,795,200,54,23,183,210,1372,0.61,0.0
65,Joe Johnson,32,79,79,32.6,5.8,12.9,0.454,2.1,5.1,0.401,3.8,7.8,0.489,0.533,2.0,2.5,0.815,0.6,2.8,3.4,2.7,0.6,0.1,1.5,1.6,15.8,13,2575,462,1018,0.454,162,404,0.401,300,614,0.489,0.533,159,195,0.815,48,222,270,216,47,10,120,129,1245,0.537,0.0
66,Paul Pierce,36,75,68,28.0,4.3,9.5,0.451,1.5,4.0,0.373,2.8,5.5,0.507,0.529,3.4,4.1,0.826,0.3,4.3,4.6,2.4,1.1,0.4,2.0,2.5,13.5,13,2098,321,712,0.451,112,300,0.373,209,412,0.507,0.529,256,310,0.826,26,322,348,178,86,31,153,190,1010,0.537,0.0
67,Deron Williams,29,64,58,32.2,5.0,11.2,0.45,1.5,4.2,0.366,3.5,7.0,0.5,0.518,2.7,3.4,0.801,0.2,2.4,2.6,6.1,1.5,0.2,2.2,2.3,14.3,13,2059,322,716,0.45,98,268,0.366,224,448,0.5,0.518,173,216,0.801,15,153,168,392,93,13,143,148,915,0.537,0.0
68,Paul Millsap,28,74,73,33.5,6.5,14.1,0.461,1.0,2.9,0.358,5.5,11.3,0.487,0.498,3.9,5.3,0.731,2.1,6.4,8.5,3.1,1.7,1.1,2.5,2.8,17.9,13,2482,483,1047,0.461,76,212,0.358,407,835,0.487,0.498,286,391,0.731,154,473,627,232,129,78,185,210,1328,0.463,0.0
69,Jeff Teague,25,79,79,32.2,5.8,13.2,0.438,0.9,2.8,0.329,4.8,10.3,0.469,0.474,4.0,4.8,0.846,0.4,2.2,2.6,6.7,1.1,0.2,2.9,2.0,16.5,13,2542,456,1040,0.438,74,225,0.329,382,815,0.469,0.474,318,376,0.846,34,174,208,528,89,17,232,158,1304,0.463,0.0
70,Trevor Ariza,28,77,77,35.4,5.1,11.1,0.456,2.3,5.7,0.407,2.7,5.3,0.509,0.562,1.9,2.5,0.772,1.3,4.9,6.2,2.5,1.6,0.3,1.7,2.3,14.4,13,2723,389,853,0.456,180,442,0.407,209,411,0.509,0.562,149,193,0.772,99,376,475,191,126,20,132,179,1107,0.537,0.0
71,Bradley Beal,20,73,73,34.7,6.6,15.7,0.419,1.9,4.7,0.402,4.7,11.0,0.426,0.479,2.0,2.6,0.788,0.7,3.0,3.7,3.3,1.0,0.2,1.8,2.1,17.1,13,2530,481,1149,0.419,138,343,0.402,343,806,0.426,0.479,149,189,0.788,54,219,273,243,71,18,128,153,1249,0.537,0.0
72,Marcin Gortat,29,81,80,32.8,5.6,10.4,0.542,0.0,0.0,1.0,5.6,10.4,0.541,0.542,1.9,2.8,0.686,2.5,7.0,9.5,1.7,0.5,1.5,1.6,2.5,13.2,13,2655,455,840,0.542,1,1,1.0,454,839,0.541,0.542,157,229,0.686,202,565,767,138,41,121,126,201,1068,0.537,0.0
73,John Wall,23,82,82,36.3,7.1,16.3,0.433,1.3,3.8,0.351,5.7,12.5,0.458,0.473,3.9,4.8,0.805,0.5,3.6,4.1,8.8,1.8,0.5,3.6,2.7,19.3,13,2980,579,1337,0.433,108,308,0.351,471,1029,0.458,0.473,317,394,0.805,38,295,333,721,149,40,295,219,1583,0.537,0.0
74,Stephen Curry,25,78,78,36.5,8.4,17.7,0.471,3.3,7.9,0.424,5.0,9.8,0.509,0.566,3.9,4.5,0.885,0.6,3.7,4.3,8.5,1.6,0.2,3.8,2.5,24.0,13,2846,652,1383,0.471,261,615,0.424,391,768,0.509,0.566,308,348,0.885,46,288,334,666,128,14,294,194,1873,0.622,0.053
75,David Lee,30,69,67,33.2,7.4,14.2,0.523,0.0,0.0,0.0,7.4,14.2,0.523,0.523,3.3,4.3,0.78,2.6,6.7,9.3,2.1,0.7,0.4,2.2,3.0,18.2,13,2288,513,981,0.523,0,1,0.0,513,980,0.523,0.523,231,296,0.78,182,461,643,147,48,26,152,206,1257,0.622,0.0
76,Klay Thompson,23,81,81,35.4,6.9,15.5,0.444,2.8,6.6,0.417,4.1,8.9,0.464,0.533,1.8,2.3,0.795,0.5,2.6,3.1,2.2,0.9,0.5,1.7,2.9,18.4,13,2868,559,1259,0.444,223,535,0.417,336,724,0.464,0.533,147,185,0.795,38,211,249,181,74,37,135,234,1488,0.622,0.0
